التاريخ,المسلسل,رقم الإذن,رقم الشيك,البيان,حساب مدين,حساب دائن,المبلغ,مرحّل
2022-01-24,131,65718455,,امال محمد سليمان اعانة يناير 2022 اشمون,اعانات اجتماعية,بنك مصر,100,
2022-01-24,132,65718456,,انور رجب مختار اعانة يناير 2022 اشمون,اعانات اجتماعية,بنك مصر,75,
2022-01-24,133,65718457,,محمد كمال محمود اعانة اجتماعية يناير 2022 اشمون,اعانات اجتماعية,بنك مصر,75,
2022-01-24,134,65718458,,انتصار مصطفى احمد اعانة اجتماعية يناير 2022 القاهرة,اعانات اجتماعية,بنك مصر,250,
2022-01-24,135,65718459,,حمدى عبد الرحمن صادق اعانة يناير 2022 اكتوبر,اعانات اجتماعية,بنك مصر,150,
2022-01-24,136,65718460,,محمود محمد احمد ابراهيم اعانة يناير 2022 منيه النصر,اعانات اجتماعية,بنك مصر,150,
2022-01-24,137,65718461,,شحات سلطان حسن اعانة يناير 2022 شبرا الخيمة,اعانات اجتماعية,بنك مصر,100,
2022-01-24,138,65718462,,عادل محمد الطاهر اعانة يناير 2022 شبرا الخيمة,اعانات اجتماعية,بنك مصر,75,
2022-01-24,139,65718463,,عبد الصبور عبد العال حسين اعانة اجتماعية يناير 2022 سوهاج,اعانات اجتماعية,بنك مصر,300,
2022-01-24,140,65718464,,السيد فرغلى السيد اعانة اجتماعية يناير 2022 بسوهاج,اعانات اجتماعية,بنك مصر,300,
2022-01-26,141,65718465,,طارق سيد على خلاف على خلاف تسويه عهده اصلاح السيارة ماركة هونداى توسان 564,السيارة,,10439.3,
2022-01-26,141,65718465,,طارق سيد على خلاف على خلاف تسويه عهده اصلاح السيارة ماركة هونداى توسان 564,,بنك مصر,3326.75,
2022-01-26,141,65718465,,طارق سيد على خلاف على خلاف تسويه عهده اصلاح السيارة ماركة هونداى توسان 564,,مدينون متنوعون,7000,
2022-01-26,141,65718465,,طارق سيد على خلاف على خلاف تسويه عهده اصلاح السيارة ماركة هونداى توسان 564,,ضرائب الخصم والاضافة,112.55,
2022-01-26,142,65718466,,طارق سيد على خلاف على خلاف مصروفات السيارة ماركة هونداى توسان 564 والسيارة رقم 236,السيارة,بنك مصر,5770,
2022-01-26,143,65718467,,طارق سيد على خلاف على خلاف مصروفات لشراء كاوتش للسيارة ماركة هونداى توسان 564,السيارة,,8820.38,
2022-01-26,143,65718467,,طارق سيد على خلاف على خلاف مصروفات لشراء كاوتش للسيارة ماركة هونداى توسان 564,مكافأت وبدل العمل أيام الاجازات الرسمية,,240,
2022-01-26,143,65718467,,طارق سيد على خلاف على خلاف مصروفات لشراء كاوتش للسيارة ماركة هونداى توسان 564,,بنك مصر,8988.45,
2022-01-26,143,65718467,,طارق سيد على خلاف على خلاف مصروفات لشراء كاوتش للسيارة ماركة هونداى توسان 564,,ضرائب الخصم والاضافة,71.93,
2022-01-26,144,65718468,,طارق سيد على خلاف على خلاف عهده للسيارة رقم 564 ماركة هونداى توسان,مدينون متنوعون,بنك مصر,2000,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,مناسبات متنوعة,,350,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,اعانات اجتماعية,,400,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,اكراميات ونثريات,,150,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,كهرباء,,1009.25,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,بريد,,46.1,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,مياه,,189.22,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,ضيافة وبوفيه,,1264.5,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,مطبوعات وادوات كتابية,,819.77,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,ادوات نظافة ومنظفات,,300,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,انتقالات داخلية,,250,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,النت,,300,
2022-01-26,145,65718469,,عاطف ابا زيد مرسى مصروفات ادارية استعاضة,,بنك مصر,5078.84,
2022-01-26,146,65718470,,مصطفى احمد احمد عهده للجنة الادارية بشركة سيراميكا الامير,مدينون متنوعون,بنك مصر,2000,
2022-01-26,147,65718471,,محمد محمد على احمد عهده لعمل عدد 8 دواليب لمصيف جمصه,مدينون متنوعون,بنك مصر,18000,
2022-01-26,148,65718472,,جمعيه الامل لرعاية اسر السجناء مساهمة,تعويضات ومساهمات,بنك مصر,2000,
2022-01-26,149,65718473,,مجله الحياة القبطية نشر واعلان,اعلانات,,2000,
2022-01-26,149,65718473,,مجله الحياة القبطية نشر واعلان,,بنك مصر,1940,
2022-01-26,149,65718473,,مجله الحياة القبطية نشر واعلان,,ضرائب الخصم والاضافة,60,
2022-01-26,150,65718474,,هانى عبد الفتاح محمد عبد المللك محمد مصروفات عمارة النقابة العامة بالمعادى,عمارة المعادى,بنك مصر,2327,
2022-01-26,151,65718476,,هانى عبد الفتاح محمد عبد المللك محمد عهده لعمل تعديلات على عداد المياة الرئيسى الخاص بعمارة النقابة بالمعادى,مدينون متنوعون,بنك مصر,2000,
2022-01-20,152,4341,,سمير السيد أحمد - بدل سفر,مدينون متنوعون,بنك العمال 1,28700,
2022-01-26,153,4342,,بنك التنمية الصناعية بالجلاء قسط قرض العاملين عن شهر يناير 2022,أقساط قروض بنك التنمية لبعض العاملين,بنك العمال 1,26539.94,
2022-01-27,154,4343,,السيد عبد المجيد العماوى - شراء هدايا,مدينون متنوعون,بنك العمال 1,20000,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,بدلات أعضاء مجلس الادارة,,13860,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,مرتبات ومكافأة شاملة,,293869.44,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,مدينون متنوعون,,28244.71,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,بنك العمال 1,198638.54,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,سلف العاملين,33565,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,تأمين تكافلى,6725.11,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,ضريبة كسب العمل,9601.5,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,أقساط النفقة,180,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,أقساط قروض بنك التنمية لبعض العاملين,22530.19,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,التأمينات الاجتماعية,60883.77,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,دمغة,173.21,
2022-01-30,155,4344,,سمير السيد أحمد احمد مرتبات العاملين + بدلات الاعضاء يناير 2022,,تامينات عاملين مستقطعه وتسدد لمكاتب تامينات بالمحافظات,3676.83,
2022-01-30,156,4345,,جهاز الخدمات للقوات المسلحة جراج الجمهورية لعدد 4 سيارات,السيارة,بنك العمال 1,4107.95,
2022-01-30,157,4346,,وائل محمد مبروك محمد مساهمة فى عمل نظارة طبيبه,علاج ومستلزمات طبية,بنك العمال 1,300,
2022-01-30,158,4347,,كريم ابراهيم عبد الحميد مصروفات مستلزمات طبيه,مستلزمات طبية ( كورونا ),,6362,
2022-01-30,158,4347,,كريم ابراهيم عبد الحميد مصروفات مستلزمات طبيه,,بنك العمال 1,6300,
2022-01-30,158,4347,,كريم ابراهيم عبد الحميد مصروفات مستلزمات طبيه,,ضرائب الخصم والاضافة,62,
2022-01-31,159,4348,,عدلى احمد عبد العال مصروفات وبدل سفر مكاتب نجع حمادى وقنا,مدينون متنوعون,بنك العمال 1,6300,
2022-01-30,160,4349,,نجوى ابراهيم على مصروفات وبدل سفر وانتقال مكتب شئون العضوية بدسوق,مكاتب شئون العضوية,بنك العمال 1,4478,
2022-01-30,161,4350,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الزملاء,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك العمال 1,500,
2022-01-30,162,65718477,,عماد الدين محمد مبروك عهده لشراء احبار للشئون القانونية,مدينون متنوعون,بنك مصر,1000,
2022-01-30,163,65718478,,احمد هشام السيد على الطحان عهده لشراء اداوات كتابية وهدايا العام الجديد,مدينون متنوعون,بنك مصر,10000,
2022-01-30,164,65718479,,حسين ثابت حسن مصروفات مكتب اسيوط,مدينون متنوعون,بنك مصر,14497,
2022-01-30,165,65718480,,محمود حسين حسن مصروفات مكتب شئون العضوية بالسويس,مدينون متنوعون,بنك مصر,3900,
2022-01-30,166,65718481,,صلاح محمد عبد الستار مصروفات مكتب شئون العضوية بمنيه النصر + بدل سفر وانتقالات + اعانات كبار السن,مكاتب شئون العضوية,بنك مصر,4675,
